,Symbol,Name,MarketCap,Sector,Industry
5478,JELD,"JELD-WEN Holding, Inc.",0.0,n/a,n/a
5479,JAG,Jagged Peak Energy Inc.,0.0,n/a,n/a
5480,WHFBL,"WhiteHorse Finance, Inc.",0.0,n/a,n/a
5481,EAGLU,Double Eagle Acquisition Corp.,0.0,Finance,Business Services
5482,EAGLW,Double Eagle Acquisition Corp.,0.0,Finance,Business Services
5483,LEN.B,Lennar Corporation,0.0,Basic Industries,Homebuilding
5484,CLNS^G,"Colony NorthStar, Inc.",0.0,n/a,n/a
5485,C^N,Citigroup Inc.,0.0,Finance,Major Banks
5486,LNC.WS,Lincoln National Corporation,0.0,n/a,n/a
5487,C^L,Citigroup Inc.,0.0,n/a,n/a
5488,AHT^D,Ashford Hospitality Trust Inc,0.0,n/a,n/a
5489,C^K,Citigroup Inc.,0.0,Finance,Major Banks
5490,AGN^A,Allergan plc.,0.0,n/a,n/a
5491,ARE^E,"Alexandria Real Estate Equities, Inc.",0.0,n/a,n/a
5492,NAV^D,Navistar International Corporation,0.0,Capital Goods,Auto Manufacturing
5493,CIL,VictoryShares International Volatility Wtd ETF,0.0,n/a,n/a
5494,CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,0.0,n/a,n/a
5495,LHO^J,LaSalle Hotel Properties,0.0,n/a,n/a
5496,CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,0.0,n/a,n/a
5497,LHO^I,LaSalle Hotel Properties,0.0,n/a,n/a
5498,LHO^H,LaSalle Hotel Properties,0.0,n/a,n/a
5499,VIDI,Vident International Equity Fund,0.0,n/a,n/a
5500,VKTXW,"Viking Therapeutics, Inc.",0.0,Health Care,Major Pharmaceuticals
5501,KFN^,KKR Financial Holdings LLC,0.0,n/a,n/a
5502,KFI,KKR Financial Holdings LLC,0.0,Finance,Finance: Consumer Services
5503,KKR^B,KKR & Co. L.P.,0.0,n/a,n/a
5504,CYTXW,Cytori Therapeutics Inc,0.0,Health Care,Medical/Dental Instruments
5505,KKR^A,KKR & Co. L.P.,0.0,n/a,n/a
5506,DRIOW,DarioHealth Corp.,0.0,Health Care,Medical/Dental Instruments
5507,MDVXW,Medovex Corp.,0.0,Health Care,Medical/Dental Instruments
5508,KMI^A,"Kinder Morgan, Inc.",0.0,n/a,n/a
5509,MRDNW,"Meridian Waste Solutions, Inc",0.0,n/a,n/a
5510,BK^C,Bank Of New York Mellon Corporation (The),0.0,n/a,n/a
5511,DUSA,Davis Select U.S. Equity ETF,0.0,n/a,n/a
5512,LMHB,"Legg Mason, Inc.",0.0,n/a,n/a
5513,LGF.A,Lions Gate Entertainment Corporation,0.0,n/a,n/a
5514,HBHCL,Hancock Holding Company,0.0,Finance,Major Banks
5515,BML^L,Bank of America Corporation,0.0,n/a,n/a
5516,ARH^C,Arch Capital Group Ltd.,0.0,n/a,n/a
5517,HUNT,Hunter Maritime Acquisition Corp.,0.0,Finance,Business Services
5518,KODK.WS.A,Eastman Kodak Company,0.0,n/a,n/a
5519,KODK.WS,Eastman Kodak Company,0.0,n/a,n/a
5520,ECCZ,Eagle Point Credit Company Inc.,0.0,n/a,n/a
5521,ECCB,Eagle Point Credit Company Inc.,0.0,n/a,n/a
5522,ECCA,Eagle Point Credit Company Inc.,0.0,n/a,n/a
5523,AFSI^B,"AmTrust Financial Services, Inc.",0.0,n/a,n/a
5524,AIB,Apollo Investment Corporation,0.0,n/a,n/a
5525,CRD.A,Crawford & Company,0.0,n/a,n/a
5526,EVER^A,EverBank Financial Corp.,0.0,n/a,n/a
5527,HUNTW,Hunter Maritime Acquisition Corp.,0.0,Finance,Business Services
5528,HBANN,Huntington Bancshares Incorporated,0.0,Finance,Major Banks
5529,COF.WS,Capital One Financial Corporation,0.0,n/a,n/a
5530,HBANP,Huntington Bancshares Incorporated,0.0,Finance,Major Banks
5531,CPE^A,Callon Petroleum Company,0.0,Energy,Oil & Gas Production
5532,PFH,CABCO Series 2004-101 Trust,0.0,Finance,Finance: Consumer Services
5533,GYB,CABCO Series 2004-101 Trust,0.0,Finance,Finance: Consumer Services
5534,HVBC,"HV Bancorp, Inc.",0.0,Finance,Major Banks
5535,BF.B,Brown Forman Corporation,0.0,n/a,n/a
5536,IBKCO,IBERIABANK Corporation,0.0,Finance,Major Banks
5537,IBKCP,IBERIABANK Corporation,0.0,Finance,Major Banks
5538,BF.A,Brown Forman Corporation,0.0,n/a,n/a
5539,DTLA^,Brookfield DTLA Inc.,0.0,n/a,n/a
5540,BDN^E,Brandywine Realty Tr,0.0,n/a,n/a
5541,BXP^B,"Boston Properties, Inc.",0.0,n/a,n/a
5542,AXS^D,Axis Capital Holdings Limited,0.0,n/a,n/a
5543,COF^C,Capital One Financial Corporation,0.0,Finance,Major Banks
5544,HUNTU,Hunter Maritime Acquisition Corp.,0.0,Finance,Business Services
5545,DD^B,E.I. du Pont de Nemours and Company,0.0,Basic Industries,Major Chemicals
5546,AFSI^A,"AmTrust Financial Services, Inc.",0.0,n/a,n/a
5547,AMT^A,American Tower Corporation (REIT),0.0,n/a,n/a
5548,FMAX,Full Spectrum Inc.,0.0,n/a,n/a
5549,EAB,"Entergy Arkansas, Inc.",0.0,Public Utilities,Electric Utilities: Central
5550,AMH^D,American Homes 4 Rent,0.0,n/a,n/a
5551,ENH^C,Endurance Specialty Holdings Ltd,0.0,n/a,n/a
5552,DX^A,"Dynex Capital, Inc.",0.0,n/a,n/a
5553,FTRPR,Frontier Communications Corporation,0.0,Public Utilities,Telecommunications Equipment
5554,DYNC,Dynegy Inc.,0.0,Public Utilities,Electric Utilities: Central
5555,AFSI^D,"AmTrust Financial Services, Inc.",0.0,n/a,n/a
5556,DYN^A,Dynegy Inc.,0.0,n/a,n/a
5557,AFSI^E,"AmTrust Financial Services, Inc.",0.0,n/a,n/a
5558,DYN.WS,Dynegy Inc.,0.0,n/a,n/a
5559,AFSI^F,"AmTrust Financial Services, Inc.",0.0,n/a,n/a
5560,JNCE,"Jounce Therapeutics, Inc.",0.0,n/a,n/a
5561,DLNG^A,Dynagas LNG Partners LP,0.0,n/a,n/a
5562,EP^C,El Paso Corporation,0.0,Public Utilities,Natural Gas Distribution
5563,AFSS,"AmTrust Financial Services, Inc.",0.0,Finance,Property-Casualty Insurers
5564,DFT^C,"Dupont Fabros Technology, Inc.",0.0,n/a,n/a
5565,AFST,"AmTrust Financial Services, Inc.",0.0,Finance,Property-Casualty Insurers
5566,MOGLC,Gabelli NextShares Trust,0.0,n/a,n/a
5567,DX^B,"Dynex Capital, Inc.",0.0,n/a,n/a
5568,AFSI^C,"AmTrust Financial Services, Inc.",0.0,n/a,n/a
5569,DD^A,E.I. du Pont de Nemours and Company,0.0,Basic Industries,Major Chemicals
5570,AMT^B,American Tower Corporation (REIT),0.0,n/a,n/a
5571,AKO.B,Embotelladora Andina S.A.,0.0,n/a,n/a
5572,AKO.A,Embotelladora Andina S.A.,0.0,n/a,n/a
5573,AMH^E,American Homes 4 Rent,0.0,n/a,n/a
5574,AIG.WS,"American International Group, Inc.",0.0,n/a,n/a
5575,BGE^B,Baltimore Gas & Electric Company,0.0,n/a,n/a
5576,CBO,CBO (Listing Market - NYSE - Networks A/E),0.0,n/a,n/a
5577,CLNS^H,"Colony NorthStar, Inc.",0.0,n/a,n/a
5578,AGO^F,Assured Guaranty Ltd.,0.0,n/a,n/a
5579,BCS^A,Barclays PLC,0.0,n/a,n/a
5580,BAC^Y,Bank of America Corporation,0.0,Finance,Major Banks
5581,BAC^W,Bank of America Corporation,0.0,Finance,Major Banks
5582,BANC^D,"Banc of California, Inc.",0.0,n/a,n/a
5583,BAC^L,Bank of America Corporation,0.0,n/a,n/a
5584,BANC^E,"Banc of California, Inc.",0.0,n/a,n/a
5585,SAN^A,"Banco Santander, S.A.",0.0,n/a,n/a
5586,SAN^B,"Banco Santander, S.A.",0.0,n/a,n/a
5587,SAN^C,"Banco Santander, S.A.",0.0,n/a,n/a
5588,SAN^I,"Banco Santander, S.A.",0.0,n/a,n/a
5589,BAC.WS.A,Bank of America Corporation,0.0,n/a,n/a
5590,BAC.WS.B,Bank of America Corporation,0.0,n/a,n/a
5591,BAC^A,Bank of America Corporation,0.0,n/a,n/a
5592,BAC^C,Bank of America Corporation,0.0,n/a,n/a
5593,BAC^D,Bank of America Corporation,0.0,n/a,n/a
5594,BAC^E,Bank of America Corporation,0.0,n/a,n/a
5595,BAC^I,Bank of America Corporation,0.0,n/a,n/a
5596,BKHU,Black Hills Corporation,0.0,Public Utilities,Electric Utilities: Central
5597,BIO.B,"Bio-Rad Laboratories, Inc.",0.0,n/a,n/a
5598,BIOA.WS,BioAmber Inc.,0.0,n/a,n/a
5599,CBS.A,CBS Corporation,0.0,n/a,n/a
5600,HMU,HomeUnion Holdings Inc.,0.0,n/a,n/a
5601,CBX,CBX (Listing Market NYSE Networks AE,0.0,n/a,n/a
5602,CIG.C,Comp En De Mn Cemig ADS,0.0,n/a,n/a
5603,CMA.WS,Comerica Incorporated,0.0,n/a,n/a
5604,CCZ,Comcast Corporation,0.0,Consumer Services,Television Services
5605,CCV,Comcast Corporation,0.0,Consumer Services,Television Services
5606,BCS^D,Barclays PLC,0.0,n/a,n/a
5607,BML^J,Bank of America Corporation,0.0,n/a,n/a
5608,BBT^D,BB&T Corporation,0.0,n/a,n/a
5609,COF^D,Capital One Financial Corporation,0.0,n/a,n/a
5610,CBL^E,"CBL & Associates Properties, Inc.",0.0,n/a,n/a
5611,CBL^D,"CBL & Associates Properties, Inc.",0.0,n/a,n/a
5612,AF^C,Astoria Financial Corporation,0.0,n/a,n/a
5613,CMO^E,Capstead Mortgage Corporation,0.0,n/a,n/a
5614,CLA,Capitala Finance Corp.,0.0,n/a,n/a
5615,HPTRP,Hospitality Properties Trust,0.0,Consumer Services,Real Estate Investment Trusts
5616,COF^P,Capital One Financial Corporation,0.0,n/a,n/a
5617,TWNKW,"Hostess Brands, Inc.",0.0,Consumer Non-Durables,Packaged Foods
5618,COF^H,Capital One Financial Corporation,0.0,n/a,n/a
5619,AXS^C,Axis Capital Holdings Limited,0.0,n/a,n/a
5620,COF^G,Capital One Financial Corporation,0.0,n/a,n/a
5621,COF^F,Capital One Financial Corporation,0.0,n/a,n/a
5622,AXS^E,Axis Capital Holdings Limited,0.0,n/a,n/a
5623,BML^I,Bank of America Corporation,0.0,n/a,n/a
5624,BANC^C,"Banc of California, Inc.",0.0,n/a,n/a
5625,CFC^B,Countrywide Financial Corporation,0.0,n/a,n/a
5626,BGCA,"BGC Partners, Inc.",0.0,Finance,Investment Bankers/Brokers/Service
5627,BRK.B,Berkshire Hathaway Inc.,0.0,n/a,n/a
5628,BRK.A,Berkshire Hathaway Inc.,0.0,n/a,n/a
5629,BDC^B,Belden Inc,0.0,n/a,n/a
5630,BML^G,Bank of America Corporation,0.0,n/a,n/a
5631,BBT^H,BB&T Corporation,0.0,n/a,n/a
5632,BBT^G,BB&T Corporation,0.0,n/a,n/a
5633,BML^H,Bank of America Corporation,0.0,n/a,n/a
5634,BBT^F,BB&T Corporation,0.0,n/a,n/a
5635,BBT^E,BB&T Corporation,0.0,n/a,n/a
5636,JPM^H,J P Morgan Chase & Co,0.0,Finance,Major Banks
5637,ALLY^A,Ally Financial Inc.,0.0,n/a,n/a
5638,KSU^,Kansas City Southern,0.0,Transportation,Railroads
5639,FRC^B,FIRST REPUBLIC BANK,0.0,n/a,n/a
5640,UDBI,Legg Mason US Diversified Core ETF,0.0,n/a,n/a
5641,OAKS^A,Five Oaks Investment Corp.,0.0,n/a,n/a
5642,LVHD,Legg Mason Low Volatility High Dividend ETF,0.0,n/a,n/a
5643,INFR,Legg Mason Global Infrastructure ETF,0.0,n/a,n/a
5644,FFBCW,First Financial Bancorp.,0.0,Finance,Major Banks
5645,EDBI,Legg Mason Emerging Markets Diversified Core ETF,0.0,n/a,n/a
5646,DDBI,Legg Mason Developed EX-US Diversified Core ETF,0.0,n/a,n/a
5647,AEK,Aegon NV,0.0,Finance,Life Insurance
5648,FRC^G,FIRST REPUBLIC BANK,0.0,n/a,n/a
5649,FRC^F,FIRST REPUBLIC BANK,0.0,n/a,n/a
5650,FRC^E,FIRST REPUBLIC BANK,0.0,n/a,n/a
5651,INBKL,First Internet Bancorp,0.0,Finance,Major Banks
5652,FRC^D,FIRST REPUBLIC BANK,0.0,n/a,n/a
5653,FRC^C,FIRST REPUBLIC BANK,0.0,n/a,n/a
5654,GS^C,"Goldman Sachs Group, Inc. (The)",0.0,n/a,n/a
5655,GS^D,"Goldman Sachs Group, Inc. (The)",0.0,n/a,n/a
5656,GS^I,"Goldman Sachs Group, Inc. (The)",0.0,n/a,n/a
5657,IRET^B,Investors Real Estate Trust,0.0,n/a,n/a
5658,ECACU,E-compass Acquisition Corp.,0.0,Finance,Business Services
5659,IVR^A,Invesco Mortgage Capital Inc.,0.0,n/a,n/a
5660,MIIIW,M III Acquisition Corp.,0.0,Finance,Business Services
5661,IVR^B,INVESCO MORTGAGE CAPITAL INC,0.0,n/a,n/a
5662,MIIIU,M III Acquisition Corp.,0.0,Finance,Business Services
5663,MACQW,"M I Acquisitions, Inc.",0.0,Finance,Business Services
5664,MACQU,"M I Acquisitions, Inc.",0.0,n/a,n/a
5665,MACQ,"M I Acquisitions, Inc.",0.0,Finance,Business Services
5666,IPL^D,Interstate Power and Light Company,0.0,n/a,n/a
5667,AEH,Aegon NV,0.0,Finance,Life Insurance
5668,AED,Aegon NV,0.0,Finance,Life Insurance
5669,GPE^A,Georgia Power Company,0.0,Public Utilities,Electric Utilities: Central
5670,FHN^A,First Horizon National Corporation,0.0,n/a,n/a
5671,FWONA,Liberty Media Corporation,0.0,Consumer Services,Broadcasting
5672,GM.WS.B,General Motors Company,0.0,n/a,n/a
5673,GEB,General Electric Company,0.0,Energy,Consumer Electronics/Appliances
5674,GEK,General Electric Capital Corporation,0.0,Energy,Consumer Electronics/Appliances
5675,BATRA,Liberty Media Corporation,0.0,Consumer Services,Broadcasting
5676,GEH,General Electric Capital Corporation,0.0,Energy,Consumer Electronics/Appliances
5677,ZNWAA,Zion Oil & Gas Inc,0.0,Energy,Oil & Gas Production
5678,AEB,Aegon NV,0.0,Finance,Life Insurance
5679,FCE.A,"Forest City Realty Trust, Inc.",0.0,n/a,n/a
5680,JPM^D,J P Morgan Chase & Co,0.0,n/a,n/a
5681,LPTX,"LEAP THERAPEUTICS, INC.",0.0,n/a,n/a
5682,FSCE,Fifth Street Finance Corp.,0.0,n/a,n/a
5683,AFSD,Aflac Incorporated,0.0,Finance,Accident &Health Insurance
5684,MITT^A,"AG Mortgage Investment Trust, Inc.",0.0,n/a,n/a
5685,FCH^A,FelCor Lodging Trust Incorporated,0.0,Consumer Services,Real Estate Investment Trusts
5686,LAUR,"Laureate Education, Inc.",0.0,n/a,n/a
5687,MITT^B,"AG Mortgage Investment Trust, Inc.",0.0,n/a,n/a
5688,AGM^C,Federal Agricultural Mortgage Corporation,0.0,n/a,n/a
5689,AGM^B,Federal Agricultural Mortgage Corporation,0.0,n/a,n/a
5690,ALP^O,Alabama Power Company,0.0,Public Utilities,Electric Utilities: Central
5691,ALR^B,Alere Inc.,0.0,n/a,n/a
5692,AGM^A,Federal Agricultural Mortgage Corporation,0.0,n/a,n/a
5693,AGM.A,Federal Agricultural Mortgage Corporation,0.0,n/a,n/a
5694,ARE^D,"Alexandria Real Estate Equities, Inc.",0.0,n/a,n/a
5695,LMRKP,Landmark Infrastructure Partners LP,0.0,Consumer Services,Real Estate
5696,LMRKO,Landmark Infrastructure Partners LP,0.0,Consumer Services,Real Estate
5697,MGR,"Affiliated Managers Group, Inc.",0.0,Finance,Investment Managers
5698,IIPR,"Innovative Industrial Properties, Inc.",0.0,Finance,Real Estate
5699,ISP,"ING Group, N.V.",0.0,Finance,Commercial Banks
5700,ISG,"ING Group, N.V.",0.0,Finance,Commercial Banks
5701,ISF,"ING Group, N.V.",0.0,Finance,Commercial Banks
5702,ESSF,"ETRE REIT, LLC",0.0,n/a,n/a
5703,GEF.B,Greif Bros. Corporation,0.0,n/a,n/a
5704,GXP^B,Great Plains Energy Inc,0.0,n/a,n/a
5705,XGTIW,"XG Technology, Inc",0.0,Consumer Durables,Telecommunications Equipment
5706,GTN.A,"Gray Television, Inc.",0.0,n/a,n/a
5707,GRP.U,Granite Real Estate Inc.,0.0,n/a,n/a
5708,GPT^A,Gramercy Property Trust Inc.,0.0,n/a,n/a
5709,GS^N,"Goldman Sachs Group, Inc. (The)",0.0,n/a,n/a
5710,LSXMB,Liberty Media Corporation,0.0,Consumer Services,Broadcasting
5711,GS^K,"Goldman Sachs Group, Inc. (The)",0.0,n/a,n/a
5712,HIG.WS,"Hartford Financial Services Group, Inc. (The)",0.0,n/a,n/a
5713,HVT.A,"Haverty Furniture Companies, Inc.",0.0,n/a,n/a
5714,HE^U,"Hawaiian Electric Industries, Inc.",0.0,n/a,n/a
5715,HT^C,Hersha Hospitality Trust,0.0,n/a,n/a
5716,HES^A,Hess Corporation,0.0,n/a,n/a
5717,CNCR,Loncar Cancer Immunotherapy ETF,0.0,n/a,n/a
5718,HT^E,Hersha Hospitality Trust,0.0,n/a,n/a
5719,NDRA,ENDRA Life Sciences Inc.,0.0,n/a,n/a
5720,NDRAU,ENDRA Life Sciences Inc.,0.0,n/a,n/a
5721,HT^D,Hersha Hospitality Trust,0.0,n/a,n/a
5722,EHR,"Energy Hunter Resources, Inc.",0.0,n/a,n/a
5723,HCJ,"HCI Group, Inc.",0.0,Finance,Property-Casualty Insurers
5724,HTGZ.CL,"Hercules Capital, Inc.",0.0,n/a,n/a
5725,LMFAW,"LM Funding America, Inc.",0.0,Finance,Finance: Consumer Services
5726,HTGY.CL,"Hercules Capital, Inc.",0.0,n/a,n/a
5727,HTGX,"Hercules Capital, Inc.",0.0,n/a,n/a
5728,HEI.A,Heico Corporation,0.0,n/a,n/a
5729,LINDW,Lindblad Expeditions Holdings Inc. ,0.0,Consumer Services,Transportation Services
5730,WSFSL,WSFS Financial Corporation,0.0,Finance,Major Banks
5731,WMGIZ,Wright Medical Group N.V.,0.0,Health Care,Industrial Specialties
5732,STAR^F,iStar Financial Inc.,0.0,n/a,n/a
5733,INZ,"ING Group, N.V.",0.0,Finance,Commercial Banks
5734,ELECW,Electrum Special Acquisition Corporation,0.0,Finance,Business Services
5735,ECACR,E-compass Acquisition Corp.,0.0,Finance,Business Services
5736,WTFCW,Wintrust Financial Corporation,0.0,Finance,Major Banks
5737,GS^J,"Goldman Sachs Group, Inc. (The)",0.0,n/a,n/a
5738,STAR^D,iStar Financial Inc.,0.0,n/a,n/a
5739,JPM^B,J P Morgan Chase & Co,0.0,n/a,n/a
5740,JPM^A,J P Morgan Chase & Co,0.0,Finance,Major Banks
5741,JPM.WS,J P Morgan Chase & Co,0.0,n/a,n/a
5742,IGLE,Eagleline Acquisition Corp.,0.0,n/a,n/a
5743,STAR^I,iStar Financial Inc.,0.0,n/a,n/a
5744,STAR^G,iStar Financial Inc.,0.0,n/a,n/a
5745,EACQU,Easterly Acquisition Corp.,0.0,Capital Goods,Building Products
5746,HK.WS,Halcon Resources Corporation,0.0,n/a,n/a
5747,EACQW,Easterly Acquisition Corp.,0.0,Capital Goods,Building Products
5748,WTFCM,Wintrust Financial Corporation,0.0,Finance,Major Banks
5749,EVGBC,Eaton Vance NextShares Trust,0.0,n/a,n/a
5750,EVSTC,Eaton Vance NextShares Trust,0.0,n/a,n/a
5751,EVLMC,Eaton Vance NextShares Trust II,0.0,n/a,n/a
5752,STAR^E,iStar Financial Inc.,0.0,n/a,n/a
5753,EBAYL,eBay Inc.,0.0,Miscellaneous,Business Services
5754,HBM.WS,Hudbay Minerals Inc.,0.0,n/a,n/a
5755,HSEB,HSBC Holdings plc,0.0,Finance,Savings Institutions
5756,HSEA,HSBC Holdings plc,0.0,Finance,Savings Institutions
5757,HSBC^A,HSBC Holdings plc,0.0,n/a,n/a
5758,HGH,"Hartford Financial Services Group, Inc. (The)",0.0,Finance,Property-Casualty Insurers
5759,GNE^A,Genie Energy Ltd.,0.0,n/a,n/a
5760,GGP^A,GGP Inc.,0.0,Consumer Services,Real Estate Investment Trusts
5761,KYN^F,Kayne Anderson MLP Investment Company,0.0,n/a,n/a
5762,MOG.A,Moog Inc.,0.0,n/a,n/a
5763,MNR^B,Monmouth Real Estate Investment Corporation,0.0,n/a,n/a
5764,TAP.A,Molson Coors Brewing  Company,0.0,n/a,n/a
5765,MP^D,Mississippi Power Company,0.0,n/a,n/a
5766,UREE,"U.S. Rare Earths, Inc.",0.0,n/a,n/a
5767,MAA^I,"Mid-America Apartment Communities, Inc.",0.0,n/a,n/a
5768,NTEST,NASDAQ TEST STOCK,0.0,n/a,n/a
5769,NTEST.A,NASDAQ TEST STOCK,0.0,n/a,n/a
5770,MTB.WS,M&T Bank Corporation,0.0,n/a,n/a
5771,NTEST.B,NASDAQ TEST STOCK,0.0,n/a,n/a
5772,TANNZ,TravelCenters of America LLC,0.0,Consumer Durables,Automotive Aftermarket
5773,NM^H,Navios Maritime Holdings Inc.,0.0,n/a,n/a
5774,NM^G,Navios Maritime Holdings Inc.,0.0,n/a,n/a
5775,NHLDW,National Holdings Corporation,0.0,Finance,Investment Bankers/Brokers/Service
5776,NW^C,Natl Westminster Pfd,0.0,Finance,Commercial Banks
5777,NGHCZ,National General Holdings Corp,0.0,Finance,Property-Casualty Insurers
5778,NNN^F,National Retail Properties,0.0,n/a,n/a
5779,NNN^E,National Retail Properties,0.0,n/a,n/a
5780,NGHCO,National General Holdings Corp,0.0,Finance,Property-Casualty Insurers
5781,CIVBP,"Civista Bancshares, Inc. ",0.0,Finance,Major Banks
5782,NNN^D.CL,National Retail Properties,0.0,n/a,n/a
5783,NTEST.C,NASDAQ TEST STOCK,0.0,n/a,n/a
5784,NGHCN,National General Holdings Corp,0.0,Finance,Property-Casualty Insurers
5785,TROVU,"TrovaGene, Inc.",0.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
5786,CLIRW,ClearSign Combustion Corporation,0.0,n/a,n/a
5787,CBMXW,CombiMatrix Corporation,0.0,Health Care,Hospital/Nursing Management
5788,MRIC,MRI Interventions Inc,0.0,n/a,n/a
5789,MTFBW,Motif Bio plc,0.0,Health Care,Major Pharmaceuticals
5790,MNR^C,Monmouth Real Estate Investment Corporation,0.0,n/a,n/a
5791,MOG.B,Moog Inc.,0.0,n/a,n/a
5792,LSXMA,Liberty Media Corporation,0.0,Consumer Services,Broadcasting
5793,MS^A,Morgan Stanley,0.0,n/a,n/a
5794,VIST,"Visterra, Inc.",0.0,n/a,n/a
5795,KAP,"KCAP Financial, Inc.",0.0,n/a,n/a
5796,KMI.WS,"Kinder Morgan, Inc.",0.0,n/a,n/a
5797,KIM^K,Kimco Realty Corporation,0.0,n/a,n/a
5798,KIM^J,Kimco Realty Corporation,0.0,n/a,n/a
5799,TACOW,"Del Taco Restaurants, Inc.",0.0,Consumer Services,Restaurants
5800,KIM^I,Kimco Realty Corporation,0.0,n/a,n/a
5801,DELTW,Delta Technology Holdings Limited,0.0,Basic Industries,Major Chemicals
5802,KRC^H,Kilroy Realty Corporation,0.0,n/a,n/a
5803,KRC^G,Kilroy Realty Corporation,0.0,n/a,n/a
5804,KEY^I,KeyCorp,0.0,n/a,n/a
5805,KEY^H.CL,KeyCorp,0.0,n/a,n/a
5806,KEY^G,KeyCorp,0.0,n/a,n/a
5807,MFINL,Medallion Financial Corp.,0.0,Finance,Finance: Consumer Services
5808,VVPR,VivoPower International PLC,0.0,Public Utilities,Power Generation
5809,KWN,Kennedy-Wilson Holdings Inc.,0.0,Finance,Real Estate
5810,KMPA,Kemper Corporation,0.0,Finance,Property-Casualty Insurers
5811,LGF.B,Lions Gate Entertainment Corporation,0.0,n/a,n/a
5812,COWNL,"Cowen Group, Inc.",0.0,Finance,Investment Bankers/Brokers/Service
5813,VMET,Viamet Pharmaceuticals Corp.,0.0,n/a,n/a
5814,TROVW,"TrovaGene, Inc.",0.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
5815,MVCB,"MVC Capital, Inc.",0.0,n/a,n/a
5816,HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,0.0,Finance,Finance: Consumer Services
5817,MS^I,Morgan Stanley,0.0,n/a,n/a
5818,MS^G,Morgan Stanley,0.0,n/a,n/a
5819,MS^F,Morgan Stanley,0.0,n/a,n/a
5820,MS^E,Morgan Stanley,0.0,n/a,n/a
5821,MFO,"MFA Financial, Inc.",0.0,Consumer Services,Real Estate Investment Trusts
5822,VREX,Varex Imaging Corporation,0.0,n/a,n/a
5823,MINDP,"Mitcham Industries, Inc.",0.0,Technology,Diversified Commercial Services
5824,MSCA,Main Street Capital Corporation,0.0,n/a,n/a
5825,JPM^F,J P Morgan Chase & Co,0.0,n/a,n/a
5826,WVVIP,"Willamette Valley Vineyards, Inc.",0.0,Consumer Non-Durables,Beverages (Production/Distribution)
5827,FNB^E,F.N.B. Corporation,0.0,n/a,n/a
5828,GLOG^A,GasLog LP.,0.0,n/a,n/a
5829,GUT^C,Gabelli Utility Trust (The),0.0,n/a,n/a
5830,GUT^A,Gabelli Utility Trust (The),0.0,n/a,n/a
5831,GGT^B,Gabelli Multi-Media Trust Inc. (The),0.0,n/a,n/a
5832,GGZ^A,Gabelli Global Small and Mid Cap Value Trust (The),0.0,n/a,n/a
5833,FSCFL,Fifth Street Finance Corp.,0.0,n/a,n/a
5834,ZIONZ,Zions Bancorporation,0.0,Finance,Major Banks
5835,GAB^J,"Gabelli Equity Trust, Inc. (The)",0.0,n/a,n/a
5836,GAB^H,"Gabelli Equity Trust, Inc. (The)",0.0,n/a,n/a
5837,GAB^G,"Gabelli Equity Trust, Inc. (The)",0.0,n/a,n/a
5838,GAB^D,"Gabelli Equity Trust, Inc. (The)",0.0,n/a,n/a
5839,GDV^G,Gabelli Dividend,0.0,n/a,n/a
5840,FNTEU,FinTech Acquisition Corp. II,0.0,Finance,Business Services
5841,GDV^D,Gabelli Dividend,0.0,n/a,n/a
5842,GDV^A,Gabelli Dividend,0.0,n/a,n/a
5843,GCV^B,"Gabelli Convertible and Income Securities Fund, Inc. (The)",0.0,n/a,n/a
5844,ZIONW,Zions Bancorporation,0.0,Finance,Major Banks
5845,GMTA,GATX Corporation,0.0,Consumer Services,Transportation Services
5846,FCE.B,"Forest City Realty Trust, Inc.",0.0,n/a,n/a
5847,GAM^B,"General American Investors, Inc.",0.0,n/a,n/a
5848,GS^B,"Goldman Sachs Group, Inc. (The)",0.0,n/a,n/a
5849,GS^A,"Goldman Sachs Group, Inc. (The)",0.0,n/a,n/a
5850,EYEGW,"Eyegate Pharmaceuticals, Inc.",0.0,Health Care,Major Pharmaceuticals
5851,GSL^B,"Global Ship Lease, Inc.",0.0,n/a,n/a
5852,MTL^,Mechel PAO,0.0,n/a,n/a
5853,MCQ,Medley Capital Corporation,0.0,n/a,n/a
5854,MCV,Medley Capital Corporation,0.0,n/a,n/a
5855,VNRCP,Vanguard Natural Resources LLC,0.0,Energy,Oil & Gas Production
5856,CPAAU,Conyers Park Acquisition Corp.,0.0,Finance,Business Services
5857,CPAAW,Conyers Park Acquisition Corp.,0.0,Finance,Business Services
5858,MHNC,"Maiden Holdings, Ltd.",0.0,Finance,Property-Casualty Insurers
5859,COYNW,"COPsync, Inc.",0.0,Technology,Computer Communications Equipment
5860,MHNB,"Maiden Holdings, Ltd.",0.0,Finance,Property-Casualty Insurers
5861,MHLA,"Maiden Holdings, Ltd.",0.0,n/a,n/a
5862,MH^C,"Maiden Holdings, Ltd.",0.0,n/a,n/a
5863,MH^A,"Maiden Holdings, Ltd.",0.0,n/a,n/a
